1002,YER061C,0.965784939,1003,YER074W
166,YGL121C,0.956939393,167,YGL123W
166,YGL121C,0.879950528,168,YGL125W
166,YGL121C,0.970584505,169,YGR156W
166,YGL121C,0.971844876,170,YGR158C
1672,YOL043C,0.967273901,1674,YOR175C
1675,YOR177C,0.938617261,1677,YOR181W
1679,YOR185C,0.980840613,1680,YOR197W
167,YGL123W,0.931086683,169,YGR156W
167,YGL123W,0.920331479,170,YGR158C
1689,YOR227W,0.926231344,1691,YOR231W
168,YGL125W,0.887378565,169,YGR156W
168,YGL125W,0.936464773,170,YGR158C
1693,YOR247W,0.971446442,1694,YOR249C
169,YGR156W,0.972584993,170,YGR158C
172,YGR161C-C,0.995698663,173,YGR161W-A
172,YGR161C-C,0.977297278,174,YGR162W
172,YGR161C-C,0.958932461,175,YGR176W
172,YGR161C-C,0.962883934,176,YGR178C
172,YGR161C-C,0.930355665,177,YGR180C
172,YGR161C-C,0.947428914,178,YGR182C
172,YGR161C-C,0.970915120,179,YGR184C
172,YGR161C-C,0.962794264,180,YGR186W
172,YGR161C-C,0.971206456,181,YGR200C
172,YGR161C-C,0.901770478,182,YGR202C
1731,YPR080W,0.976198689,1732,YPR082C
1734,YPR098C,0.920247973,1735,YPR100W
1734,YPR098C,0.964785381,1736,YPR102C
1735,YPR100W,0.981949415,1736,YPR102C
1739,YPR108W,0.872779005,1741,YPR124W
173,YGR161W-A,0.986761845,174,YGR162W
173,YGR161W-A,0.971918517,175,YGR176W
173,YGR161W-A,0.973537305,176,YGR178C
173,YGR161W-A,0.957307226,177,YGR180C
173,YGR161W-A,0.970795867,178,YGR182C
173,YGR161W-A,0.985417922,179,YGR184C
173,YGR161W-A,0.973683942,180,YGR186W
173,YGR161W-A,0.983543968,181,YGR200C
173,YGR161W-A,0.917705812,182,YGR202C
1740,YPR122W,0.889616008,1741,YPR124W
1742,YPR126C,0.907561681,1744,YPR130C
1743,YPR128C,0.913520483,1744,YPR130C
1746,Q0017,0.963501290,1747,Q0045
1746,Q0017,0.922130713,1748,Q0055
1746,Q0017,0.981329002,1749,Q0065
1747,Q0045,0.962559144,1748,Q0055
1747,Q0045,0.969853570,1749,Q0065
1748,Q0055,0.946998904,1749,Q0065
174,YGR162W,0.986674954,175,YGR176W
174,YGR162W,0.976523245,176,YGR178C
174,YGR162W,0.967124997,177,YGR180C
174,YGR162W,0.976755745,178,YGR182C
174,YGR162W,0.987064673,179,YGR184C
174,YGR162W,0.988530409,180,YGR186W
174,YGR162W,0.983873073,181,YGR200C
174,YGR162W,0.936776593,182,YGR202C
1751,Q0085,0.927042173,1753,Q0297
1756,YAL007C,0.898985795,1758,YAL023C
1759,YAL025C,0.933223681,1760,YAL027W
175,YGR176W,0.950322934,176,YGR178C
175,YGR176W,0.964907891,177,YGR180C
175,YGR176W,0.965062631,178,YGR182C
175,YGR176W,0.977666408,179,YGR184C
175,YGR176W,0.962398873,180,YGR186W
175,YGR176W,0.979766821,181,YGR200C
175,YGR176W,0.957977865,182,YGR202C
1761,YAL029C,0.935676672,1762,YAL031C
1761,YAL029C,0.984064821,1763,YAL033W
1761,YAL029C,0.948564803,1764,YAL044C
1761,YAL029C,0.963888963,1765,YAL046C
1762,YAL031C,0.947222953,1763,YAL033W
1762,YAL031C,0.928913128,1764,YAL044C
1762,YAL031C,0.913094670,1765,YAL046C
1763,YAL033W,0.943484154,1764,YAL044C
1763,YAL033W,0.935670665,1765,YAL046C
1764,YAL044C,0.969195135,1765,YAL046C
1768,YAL054C,0.977882124,1769,YAL056W
1768,YAL054C,0.891771344,1770,YBR128C
176,YGR178C,0.961222653,177,YGR180C
176,YGR178C,0.977130920,178,YGR182C
176,YGR178C,0.976646737,179,YGR184C
176,YGR178C,0.989287164,180,YGR186W
176,YGR178C,0.982718292,181,YGR200C
176,YGR178C,0.881255586,182,YGR202C
177,YGR180C,0.980279171,178,YGR182C
177,YGR180C,0.984247227,179,YGR184C
177,YGR180C,0.964124699,180,YGR186W
177,YGR180C,0.972386283,181,YGR200C
177,YGR180C,0.932453890,182,YGR202C
1783,YBR177C,0.982736328,1784,YBR179C
1783,YBR177C,0.973142432,1785,YBR181C
1784,YBR179C,0.960584178,1785,YBR181C
1785,YBR181C,0.930501449,1786,YBR183W
1788,YBR199W,0.942270419,1790,YBR203W
178,YGR182C,0.983964731,179,YGR184C
178,YGR182C,0.969540831,180,YGR186W
178,YGR182C,0.983993939,181,YGR200C
178,YGR182C,0.923883700,182,YGR202C
179,YGR184C,0.979653036,180,YGR186W
179,YGR184C,0.990669361,181,YGR200C
179,YGR184C,0.952311154,182,YGR202C
1803,YDL064W,0.951675552,1804,YDL066W
1806,YDL082W,0.926051546,1807,YDL084W
1806,YDL082W,0.988946491,1808,YDL086W
1807,YDL084W,0.910222488,1808,YDL086W
180,YGR186W,0.977828089,181,YGR200C
180,YGR186W,0.895315047,182,YGR202C
1814,YDL110C,0.928356545,1816,YDL114W
1815,YDL112W,0.952509765,1816,YDL114W
181,YGR200C,0.935923774,182,YGR202C
1832,YDR210W-B,0.994985291,1833,YDR210W-D
1832,YDR210W-B,0.967843021,1834,YDR212W
1832,YDR210W-B,0.966570429,1835,YDR214W
1833,YDR210W-D,0.968339868,1834,YDR212W
1833,YDR210W-D,0.959604833,1835,YDR214W
1834,YDR212W,0.984794434,1835,YDR214W
1838,YDR232W,0.960943108,1839,YDR234W
183,YGR204W,0.933542871,184,YGR206W
1841,YDR238C,0.993002912,1842,YDR529C
1841,YDR238C,0.973077690,1843,YDR531W
1841,YDR238C,0.952195131,1844,YDR533C
1842,YDR529C,0.956857681,1843,YDR531W
1842,YDR529C,0.973350579,1844,YDR533C
1843,YDR531W,0.915495088,1844,YDR533C
1853,YEL017W,0.943321586,1854,YEL030W
1854,YEL030W,0.906111980,1855,YEL032W
1856,YEL034W,0.977250889,1857,YEL036C
1856,YEL034W,0.974608289,1858,YEL038W
1857,YEL036C,0.963304381,1858,YEL038W
1869,YFR013W,0.955693067,1870,YFR015C
186,YGR210C,0.914154524,187,YGR224W
1870,YFR015C,0.887974804,1871,YFR017C
1873,YFR031C-A,0.923988210,1874,YFR032C-A
187,YGR224W,0.948828812,188,YGR226C
1882,YGL003C,0.963529999,1883,YGL005C
1882,YGL003C,0.969134653,1884,YGL019W
1883,YGL005C,0.995521688,1884,YGL019W
1888,YGL027C,0.916723090,1889,YGL029W
1895,YGR073C,0.894442266,1896,YGR087C
1901,YGR097W,0.956452975,1902,YGR109W-B
1907,YGR119C,0.958330583,1908,YGR132C
1921,YHR111W,0.991146547,1922,YHR113W
1921,YHR111W,0.959913937,1923,YHR115C
1921,YHR111W,0.937593577,1924,YHR117W
1922,YHR113W,0.929553794,1923,YHR115C
1922,YHR113W,0.902137340,1924,YHR117W
1923,YHR115C,0.978343034,1924,YHR117W
1926,YHR132W-A,0.904125191,1927,YHR134W
1926,YHR132W-A,0.883381799,1928,YHR136C
1926,YHR132W-A,0.976136379,1929,YHR138C
1926,YHR132W-A,0.922961825,1930,YHR139C-A
1926,YHR132W-A,0.977238879,1931,YHR141C
1927,YHR134W,0.970040442,1928,YHR136C
1927,YHR134W,0.960954755,1929,YHR138C
1927,YHR134W,0.969384423,1930,YHR139C-A
1927,YHR134W,0.937663402,1931,YHR141C
1928,YHR136C,0.935536926,1929,YHR138C
1928,YHR136C,0.950325379,1930,YHR139C-A
1928,YHR136C,0.903850127,1931,YHR141C
1929,YHR138C,0.958250324,1930,YHR139C-A
1929,YHR138C,0.971687786,1931,YHR141C
1930,YHR139C-A,0.955254228,1931,YHR141C
1935,YHR160C,0.938073907,1936,YHR162W
1940,YLL039C,0.906376835,1941,YBL092W
1943,YJL052W,0.902052798,1944,YJL061W
1943,YJL052W,0.900329959,1946,YLL039C
1943,YJL052W,0.896594796,1947,YBL092W
1943,YJL052W,0.995580849,1949,YJL052W
1943,YJL052W,0.878529145,1950,YJL061W
1943,YJL052W,0.909311806,1952,YLL039C
1943,YJL052W,0.934998509,1953,YBL092W
1944,YJL061W,0.942075520,1946,YLL039C
1944,YJL061W,0.903629543,1947,YBL092W
1944,YJL061W,0.892823688,1948,YPL016W
1944,YJL061W,0.896667845,1949,YJL052W
1944,YJL061W,0.972102345,1950,YJL061W
1944,YJL061W,0.943618961,1951,YER103W
1944,YJL061W,0.935441900,1952,YLL039C
1944,YJL061W,0.938480209,1953,YBL092W
1945,YER103W,0.879512813,1947,YBL092W
1945,YER103W,0.932377726,1948,YPL016W
1946,YLL039C,0.910865045,1947,YBL092W
1946,YLL039C,0.950425316,1948,YPL016W
1946,YLL039C,0.881747689,1949,YJL052W
1946,YLL039C,0.873211647,1950,YJL061W
1946,YLL039C,0.909385062,1951,YER103W
1946,YLL039C,0.997031226,1952,YLL039C
1946,YLL039C,0.953109536,1953,YBL092W
1947,YBL092W,0.895449831,1948,YPL016W
1947,YBL092W,0.907111575,1949,YJL052W
1947,YBL092W,0.875785759,1950,YJL061W
1947,YBL092W,0.931537097,1951,YER103W
1947,YBL092W,0.900445034,1952,YLL039C
1947,YBL092W,0.981708061,1953,YBL092W
1948,YPL016W,0.925121359,1951,YER103W
1948,YPL016W,0.938367326,1952,YLL039C
1948,YPL016W,0.903719599,1953,YBL092W
1949,YJL052W,0.885560687,1950,YJL061W
1949,YJL052W,0.890275749,1952,YLL039C
1949,YJL052W,0.938900612,1953,YBL092W
1950,YJL061W,0.915620793,1951,YER103W
1950,YJL061W,0.903565236,1953,YBL092W
1951,YER103W,0.894194578,1952,YLL039C
1951,YER103W,0.943996414,1953,YBL092W
1952,YLL039C,0.950758157,1953,YBL092W
1958,YLL039C,0.926830209,1959,YBL092W
1963,YJL022W,0.929758230,1964,YJL024C
1967,YJL030W,0.938223140,1969,YJL047C
1972,YJL053W,0.927849712,1973,YJL055W
1972,YJL053W,0.922333585,1974,YJL069C
1973,YJL055W,0.979869345,1974,YJL069C
1979,YJL079C,0.972656336,1980,YJL093C
1979,YJL079C,0.932214828,1981,YJL095W
1980,YJL093C,0.924573129,1981,YJL095W
1984,YJL101C,0.903043546,1985,YJL103C
1984,YJL101C,0.940283071,1986,YKL016C
1984,YJL101C,0.955678514,1987,YKL018W
1984,YJL101C,0.965042449,1988,YKL020C
1985,YJL103C,0.965241246,1986,YKL016C
1985,YJL103C,0.951709104,1988,YKL020C
1986,YKL016C,0.943830384,1987,YKL018W
1986,YKL016C,0.945497692,1988,YKL020C
1987,YKL018W,0.903001800,1988,YKL020C
198,YHR188C,0.981498173,199,YHR202W
1990,YKL024C,0.991106687,1991,YKL026C
1990,YKL024C,0.988047745,1992,YKL039W
1990,YKL024C,0.963250052,1993,YKL041W
1990,YKL024C,0.962044458,1994,YKL043W
1991,YKL026C,0.981554953,1992,YKL039W
1991,YKL026C,0.974581499,1993,YKL041W
1991,YKL026C,0.971977322,1994,YKL043W
1992,YKL039W,0.969103190,1993,YKL041W
1992,YKL039W,0.967857802,1994,YKL043W
1993,YKL041W,0.970745413,1994,YKL043W
1996,YKL047W,0.978131723,1997,YKL049C
19,CAB,0.981457736,20,CAB
19,CAB,0.959353521,21,RCA
19,CAB,0.913957898,22,RCA
2002,YKL070W,0.878604269,2003,YKL072W
2002,YKL070W,0.943125855,2005,YKL088W
2003,YKL072W,0.927713841,2004,YKL086W
2003,YKL072W,0.927419983,2005,YKL088W
2004,YKL086W,0.879900856,2005,YKL088W
2008,YKL094W,0.945799156,2009,YKL096W
2008,YKL094W,0.963809530,2010,YLL064C
2008,YKL094W,0.944610199,2011,YLL066C
2009,YKL096W,0.946602945,2010,YLL064C
2009,YKL096W,0.976044422,2011,YLL066C
2010,YLL064C,0.932880351,2011,YLL066C
2012,YLR001C,0.913907915,2013,YLR003C
2012,YLR001C,0.908438054,2014,YLR005W
2018,YLR025W,0.955061778,2019,YLR027C
2018,YLR025W,0.915569006,2020,YLR029C
2019,YLR027C,0.947363409,2020,YLR029C
2028,YLR068W,0.921429928,2029,YLR070C
2028,YLR068W,0.959460855,2030,YLR072W
2029,YLR070C,0.938881552,2030,YLR072W
2033,YLR078C,0.932838918,2034,YLR372W
2048,YLR422W,0.925369028,2049,YLR424W
2058,YMR135W-A,0.959438699,2059,YMR137C
2058,YMR135W-A,0.904173006,2060,YMR139W
2059,YMR137C,0.924839223,2060,YMR139W
2062,YMR143W,0.985625960,2063,YMR145C
2062,YMR143W,0.974499370,2064,YMR158C-B
2062,YMR143W,0.936702397,2065,YMR158W-A
2062,YMR143W,0.908162831,2066,YMR160W
2062,YMR143W,0.943159704,2067,YMR162C
2062,YMR143W,0.953741550,2068,YMR164C
2062,YMR143W,0.909951845,2069,YMR166C
2062,YMR143W,0.939508182,2070,YMR178W
2062,YMR143W,0.981949255,2071,YMR180C
2063,YMR145C,0.967101185,2064,YMR158C-B
2063,YMR145C,0.926791536,2065,YMR158W-A
2063,YMR145C,0.939055076,2066,YMR160W
2063,YMR145C,0.958008167,2067,YMR162C
2063,YMR145C,0.959012611,2068,YMR164C
2063,YMR145C,0.933292941,2069,YMR166C
2063,YMR145C,0.964158063,2070,YMR178W
2063,YMR145C,0.977614532,2071,YMR180C
2064,YMR158C-B,0.899357696,2065,YMR158W-A
2064,YMR158C-B,0.893327809,2066,YMR160W
2064,YMR158C-B,0.924155563,2067,YMR162C
2064,YMR158C-B,0.968607158,2068,YMR164C
2064,YMR158C-B,0.931998970,2069,YMR166C
2064,YMR158C-B,0.931279575,2070,YMR178W
2064,YMR158C-B,0.947311322,2071,YMR180C
2065,YMR158W-A,0.948200990,2066,YMR160W
2065,YMR158W-A,0.972304703,2067,YMR162C
2065,YMR158W-A,0.931136771,2068,YMR164C
2065,YMR158W-A,0.949351938,2070,YMR178W
2065,YMR158W-A,0.928235961,2071,YMR180C
2066,YMR160W,0.971916177,2067,YMR162C
2066,YMR160W,0.926396384,2068,YMR164C
2066,YMR160W,0.992042267,2070,YMR178W
2066,YMR160W,0.894915752,2071,YMR180C
2067,YMR162C,0.963726802,2068,YMR164C
2067,YMR162C,0.986085891,2070,YMR178W
2067,YMR162C,0.946949089,2071,YMR180C
2068,YMR164C,0.917399757,2069,YMR166C
2068,YMR164C,0.955548942,2070,YMR178W
2068,YMR164C,0.960606860,2071,YMR180C
2069,YMR166C,0.903780684,2071,YMR180C
206,YIL006W,0.926476363,207,YIL008W
2070,YMR178W,0.928039361,2071,YMR180C
2073,YMR184W,0.935885114,2074,YMR186W
2073,YMR184W,0.961214548,2075,YMR188C
2073,YMR184W,0.944128452,2076,YMR200W
2073,YMR184W,0.930056983,2077,YMR202W
2074,YMR186W,0.967305965,2075,YMR188C
2074,YMR186W,0.977449896,2076,YMR200W
2075,YMR188C,0.928347559,2076,YMR200W
2075,YMR188C,0.890785568,2077,YMR202W
2079,YMR206W,0.992985435,2080,YMR208W
2079,YMR206W,0.932817839,2081,YMR210W
2080,YMR208W,0.920029320,2081,YMR210W
2095,YNL229C,0.954206903,2096,YNL231C
20,CAB,0.963454998,21,RCA
20,CAB,0.927248222,22,RCA
2108,YOL144W,0.890876724,2109,YOL146W
2108,YOL144W,0.889085398,2110,YOL148C
2109,YOL146W,0.952216780,2110,YOL148C
2116,YOR006C,0.933915148,2117,YOR008C
2116,YOR006C,0.903493228,2118,YOR021C
2117,YOR008C,0.944825373,2118,YOR021C
2117,YOR008C,0.903165498,2119,YOR023C
2118,YOR021C,0.936383235,2119,YOR023C
2123,YOR031W,0.986489581,2124,YOR045W
2125,YOR047C,0.967011080,2126,YOR049C
2132,YOR353C,0.917038520,2133,YOR355W
2132,YOR353C,0.928658760,2138,YOR377W
2133,YOR355W,0.957363405,2134,YOR357C
2133,YOR355W,0.968230191,2135,YOR359W
2133,YOR355W,0.966304003,2136,YOR373W
2133,YOR355W,0.959995609,2137,YOR375C
2133,YOR355W,0.958798897,2138,YOR377W
2134,YOR357C,0.966296251,2135,YOR359W
2134,YOR357C,0.931909529,2136,YOR373W
2134,YOR357C,0.990785103,2137,YOR375C
2134,YOR357C,0.952943324,2138,YOR377W
2135,YOR359W,0.987152827,2136,YOR373W
2135,YOR359W,0.964036228,2137,YOR375C
2135,YOR359W,0.902765428,2138,YOR377W
2136,YOR373W,0.927044044,2137,YOR375C
2137,YOR375C,0.952053521,2138,YOR377W
2140,YOR381W,0.908251777,2141,YOR383C
2140,YOR381W,0.937149944,2142,YPL003W
2141,YOR383C,0.983240608,2142,YPL003W
2143,YPL005W,0.923355022,2145,YPL009C
2146,YPL011C,0.907610717,2147,YPL013C
2146,YPL011C,0.883760332,2148,YPL027W
2147,YPL013C,0.971633468,2148,YPL027W
2150,YPL031C,0.958213291,2151,YPL033C
2150,YPL031C,0.967819407,2152,YPL035C
2150,YPL031C,0.972788706,2153,YPL037C
2151,YPL033C,0.987172364,2152,YPL035C
2151,YPL033C,0.920060943,2153,YPL037C
2152,YPL035C,0.934923716,2153,YPL037C
2158,YBR103C-A,0.952461574,2159,YBR255C-A
2158,YBR103C-A,0.957064603,2161,YDR320C-A
2158,YBR103C-A,0.904135062,2162,YDR381C-A
2159,YBR255C-A,0.883449336,2160,YDR210C-C
2159,YBR255C-A,0.980505484,2161,YDR320C-A
2159,YBR255C-A,0.936191050,2162,YDR381C-A
215,YIL034C,0.943729729,216,YIL036W
2160,YDR210C-C,0.919394971,2161,YDR320C-A
2160,YDR210C-C,0.963672570,2162,YDR381C-A
2161,YDR320C-A,0.961070407,2162,YDR381C-A
2176,CAB,0.950265023,2177,RCA
217,YJL061W,0.910544889,218,YER103W
2185,rbcL,0.894074684,2187,CAB
2185,rbcL,0.893309732,2188,CAB
2187,CAB,0.993499691,2188,CAB
219,YLL039C,0.955009627,220,YBL092W
219,YLL039C,0.976081491,221,YPL016W
219,YLL039C,0.883393682,222,YJL052W
219,YLL039C,0.935584076,223,YJL061W
21,RCA,0.886397011,22,RCA
2201,YBR036C,0.876971676,2202,YBR038W
2205,YBR044C,0.900448970,2207,YBR060C
2206,YBR058C,0.968923853,2208,YBR062C
220,YBL092W,0.920840834,221,YPL016W
220,YBL092W,0.933372999,222,YJL052W
220,YBL092W,0.958099670,223,YJL061W
2211,YBR068C,0.958917107,2212,YBR082C
2211,YBR068C,0.917931616,2213,YBR084C-A
2212,YBR082C,0.973475067,2213,YBR084C-A
2216,YBR089C-A,0.992021659,2217,YBR090C
221,YPL016W,0.889590327,223,YJL061W
2220,YBR108W,0.928603572,2221,YBR110W
2223,YBR114W,0.966571185,2224,YCR042C
2226,YCR046C,0.907782677,2227,YCR048W
222,YJL052W,0.954804975,223,YJL061W
2232,YCR073W-A,0.924051667,2233,YCR076C
2232,YCR073W-A,0.944695616,2234,YCR079W
2232,YCR073W-A,0.925588403,2235,YCR082W
2233,YCR076C,0.951066480,2234,YCR079W
2233,YCR076C,0.964479334,2235,YCR082W
2234,YCR079W,0.969674508,2235,YCR082W
2243,YDL013W,0.949976987,2244,YDL015C
2246,YDL019C,0.981185662,2247,YDL021W
2246,YDL019C,0.902112413,2248,YDR068W
2246,YDL019C,0.963403134,2249,YDR070C
2246,YDL019C,0.978688838,2250,YDR072C
2246,YDL019C,0.965967161,2251,YDR074W
2246,YDL019C,0.986297058,2253,YDR078C
2246,YDL019C,0.946824208,2254,YDR092W
2246,YDL019C,0.950883963,2255,YDR094W
2246,YDL019C,0.920397011,2256,YDR096W
2246,YDL019C,0.963269740,2257,YDR098C
2246,YDL019C,0.964353195,2258,YDR098C-B
2246,YDL019C,0.920281555,2259,YDR100W
2247,YDL021W,0.900134368,2248,YDR068W
2247,YDL021W,0.955131352,2249,YDR070C
2247,YDL021W,0.986811771,2250,YDR072C
2247,YDL021W,0.981546084,2251,YDR074W
2247,YDL021W,0.987637207,2253,YDR078C
2247,YDL021W,0.937604938,2254,YDR092W
2247,YDL021W,0.958403302,2255,YDR094W
2247,YDL021W,0.923684997,2256,YDR096W
2247,YDL021W,0.953410734,2257,YDR098C
2247,YDL021W,0.959401985,2258,YDR098C-B
2247,YDL021W,0.931746129,2259,YDR100W
2248,YDR068W,0.940934866,2250,YDR072C
2248,YDR068W,0.886607116,2251,YDR074W
2248,YDR068W,0.925661990,2252,YDR076W
2248,YDR068W,0.901374358,2253,YDR078C
2248,YDR068W,0.952599846,2255,YDR094W
2248,YDR068W,0.903570563,2257,YDR098C
2248,YDR068W,0.944811376,2259,YDR100W
2249,YDR070C,0.919482200,2250,YDR072C
2249,YDR070C,0.929079507,2251,YDR074W
2249,YDR070C,0.957765225,2253,YDR078C
2249,YDR070C,0.961209136,2254,YDR092W
2249,YDR070C,0.902586277,2255,YDR094W
2249,YDR070C,0.892163027,2256,YDR096W
2249,YDR070C,0.971688405,2257,YDR098C
2249,YDR070C,0.938933798,2258,YDR098C-B
2249,YDR070C,0.934955969,2259,YDR100W
2250,YDR072C,0.974502078,2251,YDR074W
2250,YDR072C,0.983445947,2253,YDR078C
2250,YDR072C,0.897714112,2254,YDR092W
2250,YDR072C,0.973690784,2255,YDR094W
2250,YDR072C,0.907299406,2256,YDR096W
2250,YDR072C,0.947368415,2257,YDR098C
2250,YDR072C,0.948952992,2258,YDR098C-B
2250,YDR072C,0.929930908,2259,YDR100W
2251,YDR074W,0.977459883,2253,YDR078C
2251,YDR074W,0.941576142,2254,YDR092W
2251,YDR074W,0.939028426,2255,YDR094W
2251,YDR074W,0.967988264,2256,YDR096W
2251,YDR074W,0.915467662,2257,YDR098C
2251,YDR074W,0.975473132,2258,YDR098C-B
2251,YDR074W,0.884460337,2259,YDR100W
2252,YDR076W,0.889226000,2257,YDR098C
2252,YDR076W,0.917933765,2259,YDR100W
2253,YDR078C,0.941029687,2254,YDR092W
2253,YDR078C,0.968943832,2255,YDR094W
2253,YDR078C,0.917510181,2256,YDR096W
2253,YDR078C,0.968685703,2257,YDR098C
2253,YDR078C,0.970859494,2258,YDR098C-B
2253,YDR078C,0.927579846,2259,YDR100W
2254,YDR092W,0.887510338,2255,YDR094W
2254,YDR092W,0.914463380,2256,YDR096W
2254,YDR092W,0.913362750,2257,YDR098C
2254,YDR092W,0.942060673,2258,YDR098C-B
2255,YDR094W,0.947756797,2257,YDR098C
2255,YDR094W,0.919756437,2258,YDR098C-B
2255,YDR094W,0.944473262,2259,YDR100W
2256,YDR096W,0.959880732,2258,YDR098C-B
2257,YDR098C,0.918482812,2258,YDR098C-B
2257,YDR098C,0.972448747,2259,YDR100W
225,YLL039C,0.931695915,226,YBL092W
225,YLL039C,0.975805073,227,YPL016W
225,YLL039C,0.905838478,228,YJL052W
226,YBL092W,0.976406758,227,YPL016W
226,YBL092W,0.915177183,228,YJL052W
2270,YDR146C,0.875431657,2272,YDR434W
2271,YDR148C,0.949898467,2272,YDR434W
2271,YDR148C,0.937705754,2273,YDR436W
2272,YDR434W,0.912203322,2273,YDR436W
2277,YDR444W,0.980121406,2278,YDR458C
2277,YDR444W,0.945511271,2279,YDR460W
2278,YDR458C,0.978056801,2279,YDR460W
2279,YDR460W,0.891366255,2281,YDR464W
227,YPL016W,0.899520625,228,YJL052W
2280,YDR462W,0.954635295,2281,YDR464W
2280,YDR462W,0.955913840,2282,YDR466W
2290,YDR506C,0.901306444,2291,YDR508C
2290,YDR506C,0.918981875,2293,YDR512C
2290,YDR506C,0.927944730,2295,YDR516C
2290,YDR506C,0.887450287,2296,YER176W
2290,YDR506C,0.912454956,2299,YER182W
2291,YDR508C,0.905342333,2293,YDR512C
2291,YDR508C,0.883211832,2295,YDR516C
2292,YDR510W,0.919958946,2293,YDR512C
2292,YDR510W,0.916323979,2294,YDR514C
2292,YDR510W,0.893674453,2295,YDR516C
2292,YDR510W,0.977123167,2296,YER176W
2292,YDR510W,0.957606234,2297,YER178W
2292,YDR510W,0.989523536,2298,YER180C
2292,YDR510W,0.937943761,2299,YER182W
2293,YDR512C,0.944805411,2294,YDR514C
2293,YDR512C,0.959267479,2295,YDR516C
2293,YDR512C,0.913857192,2296,YER176W
2293,YDR512C,0.896388547,2297,YER178W
2293,YDR512C,0.919760835,2298,YER180C
2293,YDR512C,0.970996135,2299,YER182W
2294,YDR514C,0.901364353,2295,YDR516C
2294,YDR514C,0.874604867,2296,YER176W
2294,YDR514C,0.945099995,2297,YER178W
2294,YDR514C,0.924136409,2298,YER180C
2294,YDR514C,0.917230878,2299,YER182W
2295,YDR516C,0.932862683,2296,YER176W
2295,YDR516C,0.901449394,2297,YER178W
2295,YDR516C,0.880934509,2298,YER180C
2295,YDR516C,0.968995776,2299,YER182W
2296,YER176W,0.942032758,2297,YER178W
2296,YER176W,0.956356071,2298,YER180C
2296,YER176W,0.953835759,2299,YER182W
2297,YER178W,0.955267746,2298,YER180C
2297,YER178W,0.919901322,2299,YER182W
2298,YER180C,0.940007821,2299,YER182W
2301,YER186C,0.880251757,2302,YFL007W
2301,YER186C,0.965383779,2303,YFL009W
2302,YFL007W,0.896390041,2303,YFL009W
2306,YFL013W-A,0.885205102,2307,YFL015C
2306,YFL013W-A,0.939038785,2309,YFL030W
2308,YFL028C,0.899652097,2309,YFL030W
2308,YFL028C,0.878435765,2310,YFL032W
230,YER103W,0.964259426,231,YLL039C
230,YER103W,0.960895873,232,YBL092W
230,YER103W,0.975727148,233,YPL016W
230,YER103W,0.883227265,235,YJL061W
230,YER103W,0.970558150,236,YER103W
230,YER103W,0.964784622,237,YLL039C
230,YER103W,0.937810570,238,YBL092W
230,YER103W,0.918367055,239,YPL016W
230,YER103W,0.965387898,241,YJL117W
2316,YFL055W,0.921913856,2319,YFL061W
2316,YFL055W,0.953244128,2320,YGL234W
2317,YFL057C,0.949870188,2318,YFL059W
2317,YFL057C,0.946933159,2320,YGL234W
2318,YFL059W,0.907343968,2320,YGL234W
2319,YFL061W,0.893216446,2320,YGL234W
2319,YFL061W,0.885003190,2321,YGL236C
231,YLL039C,0.952620343,232,YBL092W
231,YLL039C,0.987954561,233,YPL016W
231,YLL039C,0.910441046,234,YJL052W
231,YLL039C,0.912159404,235,YJL061W
231,YLL039C,0.955194934,236,YER103W
231,YLL039C,0.994513828,237,YLL039C
231,YLL039C,0.932860778,238,YBL092W
231,YLL039C,0.967998664,239,YPL016W
231,YLL039C,0.914563756,240,YJL052W
231,YLL039C,0.987671831,241,YJL117W
2324,YGL242C,0.964697150,2325,YGL244W
232,YBL092W,0.979354190,233,YPL016W
232,YBL092W,0.928215137,234,YJL052W
232,YBL092W,0.935494000,235,YJL061W
232,YBL092W,0.917903886,236,YER103W
232,YBL092W,0.961927751,237,YLL039C
232,YBL092W,0.986354217,238,YBL092W
232,YBL092W,0.901012167,239,YPL016W
232,YBL092W,0.928590122,240,YJL052W
232,YBL092W,0.974402222,241,YJL117W
2330,YGR003W,0.906585989,2331,YGR005C
2331,YGR005C,0.916325898,2332,YGR019W
2333,YGR021W,0.924235898,2334,YGR023W
2335,YGR025W,0.963500102,2336,YGR027C
2335,YGR025W,0.955349354,2337,YGR027W-B
2335,YGR025W,0.915744510,2339,YGR041W
2335,YGR025W,0.976056515,2340,YGR043C
2335,YGR025W,0.947512909,2341,YGR045C
